0000	0
0001	0
0002	0
0003	0
0004	0
0010	0
0011	0
0012	0
0013	0
0014	0
0020	0
0021	0
0022	0
0023	0
0024	0
0030	0
0031	0
0032	0
0033	0
0034	0
0040	0
0041	0
0042	0
0043	0
0044	0
0100	0
0101	0
0102	0
0103	0
0104	0
0110	0
0111	0
0112	0
0113	0
0114	0
0120	0
0121	0
0122	0
0123	0
0124	0
0130	0
0131	0
0132	0
0133	0
0134	0
0140	0
0141	0
0142	0
0143	0
0144	0
0200	0
0201	0
0202	0
0203	0
0204	0
0210	0
0211	0
0212	0
0213	0
0214	0
0220	0
0221	0
0222	0
0223	0
0224	0
0230	0
0231	0
0232	0
0233	0
0234	0
0240	0
0241	0
0242	0
0243	0
0244	0
0300	0
0301	0
0302	0
0303	0
0304	0
0310	0
0311	0
0312	0
0313	0
0314	0
0320	0
0321	0
0322	0
0323	0
0324	0
0330	0
0331	0
0332	0
0333	0
0334	0
0340	0
0341	0
0342	0
0343	0
0344	0
0400	0
0401	0
0402	0
0403	0
0404	0
0410	0
0411	0
0412	0
0413	0
0414	0
0420	0
0421	0
0422	0
0423	0
0424	0
0430	0
0431	0
0432	0
0433	0
0434	0
0440	0
0441	0
0442	0
0443	0
0444	0
1000	0
1001	0
1002	0
1003	0
1004	0
1010	0
1011	0
1012	0
1013	0
1014	0
1020	0
1021	0
1022	0
1023	0
1024	0
1030	0
1031	0
1032	0
1033	0
1034	0
1040	0
1041	0
1042	0
1043	0
1044	0
1100	0
1101	0
1102	0
1103	0
1104	0
1110	0
1111	0
1112	0
1113	0
1114	0
1120	0
1121	0
1122	0
1123	0
1124	0
1130	0
1131	0
1132	0
1133	0
1134	0
1140	0
1141	0
1142	0
1143	0
1144	0
1200	0
1201	0
1202	0
1203	0
1204	0
1210	0
1211	0
1212	0
1213	0
1214	0
1220	0
1221	0
1222	0
1223	0
1224	0
1230	0
1231	0
1232	0
1233	0
1234	0
1240	0
1241	0
1242	0
1243	0
1244	0
1300	0
1301	0
1302	0
1303	0
1304	0
1310	0
1311	0
1312	0
1313	0
1314	0
1320	0
1321	0
1322	0
1323	0
1324	0
1330	0
1331	0
1332	1
1333	0
1334	0
1340	0
1341	0
1342	0
1343	0
1344	0
1400	0
1401	0
1402	0
1403	0
1404	0
1410	0
1411	0
1412	0
1413	0
1414	0
1420	0
1421	0
1422	0
1423	0
1424	0
1430	0
1431	0
1432	0
1433	0
1434	0
1440	0
1441	0
1442	0
1443	0
1444	0
2000	0
2001	0
2002	0
2003	0
2004	0
2010	0
2011	0
2012	0
2013	0
2014	0
2020	0
2021	0
2022	0
2023	0
2024	0
2030	0
2031	0
2032	0
2033	0
2034	0
2040	0
2041	0
2042	0
2043	0
2044	0
2100	0
2101	0
2102	0
2103	0
2104	0
2110	0
2111	0
2112	0
2113	0
2114	0
2120	0
2121	0
2122	0
2123	0
2124	0
2130	0
2131	0
2132	0
2133	1
2134	0
2140	0
2141	0
2142	0
2143	0
2144	0
2200	0
2201	0
2202	0
2203	0
2204	0
2210	0
2211	0
2212	0
2213	0
2214	0
2220	0
2221	0
2222	0
2223	0
2224	0
2230	0
2231	0
2232	0
2233	0
2234	0
2240	0
2241	0
2242	0
2243	0
2244	0
2300	0
2301	0
2302	0
2303	0
2304	0
2310	0
2311	0
2312	0
2313	0
2314	0
2320	0
2321	1
2322	0
2323	0
2324	0
2330	0
2331	0
2332	0
2333	0
2334	0
2340	0
2341	0
2342	0
2343	0
2344	0
2400	0
2401	0
2402	0
2403	0
2404	0
2410	0
2411	0
2412	0
2413	0
2414	0
2420	0
2421	0
2422	0
2423	0
2424	0
2430	0
2431	0
2432	0
2433	0
2434	0
2440	0
2441	0
2442	0
2443	0
2444	0
3000	0
3001	0
3002	0
3003	0
3004	0
3010	0
3011	0
3012	0
3013	0
3014	0
3020	0
3021	0
3022	0
3023	0
3024	0
3030	0
3031	0
3032	0
3033	0
3034	0
3040	0
3041	0
3042	0
3043	0
3044	0
3100	0
3101	0
3102	0
3103	0
3104	0
3110	0
3111	0
3112	0
3113	0
3114	0
3120	0
3121	0
3122	0
3123	0
3124	0
3130	0
3131	0
3132	0
3133	0
3134	0
3140	0
3141	0
3142	0
3143	0
3144	0
3200	0
3201	0
3202	0
3203	0
3204	0
3210	0
3211	0
3212	0
3213	1
3214	0
3220	0
3221	0
3222	0
3223	0
3224	0
3230	0
3231	0
3232	0
3233	0
3234	0
3240	0
3241	0
3242	0
3243	0
3244	0
3300	0
3301	0
3302	0
3303	0
3304	0
3310	0
3311	0
3312	0
3313	0
3314	0
3320	0
3321	1
3322	0
3323	0
3324	0
3330	0
3331	0
3332	0
3333	0
3334	0
3340	0
3341	0
3342	0
3343	0
3344	0
3400	0
3401	0
3402	0
3403	0
3404	0
3410	0
3411	0
3412	0
3413	0
3414	0
3420	0
3421	0
3422	0
3423	0
3424	0
3430	0
3431	0
3432	0
3433	0
3434	0
3440	0
3441	0
3442	0
3443	0
3444	0
4000	0
4001	0
4002	0
4003	0
4004	0
4010	0
4011	0
4012	0
4013	0
4014	0
4020	0
4021	0
4022	0
4023	0
4024	0
4030	0
4031	0
4032	0
4033	0
4034	0
4040	0
4041	0
4042	0
4043	0
4044	0
4100	0
4101	0
4102	0
4103	0
4104	0
4110	0
4111	0
4112	0
4113	0
4114	0
4120	0
4121	0
4122	0
4123	0
4124	0
4130	0
4131	0
4132	0
4133	0
4134	0
4140	0
4141	0
4142	0
4143	0
4144	0
4200	0
4201	0
4202	0
4203	0
4204	0
4210	0
4211	0
4212	0
4213	0
4214	0
4220	0
4221	0
4222	0
4223	0
4224	0
4230	0
4231	0
4232	0
4233	0
4234	0
4240	0
4241	0
4242	0
4243	0
4244	0
4300	0
4301	0
4302	0
4303	0
4304	0
4310	0
4311	0
4312	0
4313	0
4314	0
4320	0
4321	0
4322	0
4323	0
4324	0
4330	0
4331	0
4332	0
4333	0
4334	0
4340	0
4341	0
4342	0
4343	0
4344	0
4400	0
4401	0
4402	0
4403	0
4404	0
4410	0
4411	0
4412	0
4413	0
4414	0
4420	0
4421	0
4422	0
4423	0
4424	0
4430	0
4431	0
4432	0
4433	0
4434	0
4440	0
4441	0
4442	0
4443	0
4444	0

